account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn
AC-1171,Aegis Systems,Logistics,Mid-Market,Month-to-Month,Manual Wire,3,1049.74,3277.86,48,23,5,2,4,6,74.1,0,0,0,1,1
AC-1172,Quantum Corp,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,66,1098.94,72272.8,31,11,5,6,6,3,59.3,1,0,1,0,0
AC-1173,Hyperion Capital,Healthcare,Enterprise,1-Year Fixed,ACH Direct Debit,71,3331.52,234743.91,382,246,6,0,8,0,89.1,1,0,1,0,0
AC-1174,Starlight Global,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,43,956.45,42565.79,72,26,4,0,9,0,53.8,1,15,0,0,0
AC-1175,Solstice Health,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,62,1928.41,117313.41,22,11,6,0,5,0,77.8,1,15,1,1,0
AC-1176,Nexus Health,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,71,1489.64,109122.09,52,20,3,0,6,2,70.1,1,0,1,0,0
AC-1177,Zenith Solutions,Financial Services,SMB,3-Year Enterprise,Manual Wire,24,439.64,10152.81,22,10,5,0,3,0,55.8,0,0,1,0,0
AC-1178,Solstice Solutions,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,39,4626.86,174723.54,118,44,4,2,8,3,72.3,0,10,1,1,0
AC-1179,Vortex Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,68,2674.29,190050.35,102,99,3,1,6,1,83.8,1,15,1,1,1
AC-1180,Nexus Health,Logistics,SMB,2-Year Fixed,ACH Direct Debit,44,736.39,33510.73,19,9,1,0,10,9,69.6,0,15,1,0,0
AC-1181,Starlight Systems,Financial Services,Mid-Market,1-Year Fixed,Credit Card,5,788.61,3898.85,46,28,3,1,8,12,69.8,0,0,1,0,0
AC-1182,Starlight Systems,Healthcare,Mid-Market,2-Year Fixed,Manual Wire,55,1171.19,65307.32,25,23,5,1,7,3,52.3,1,10,1,1,0
AC-1183,Solstice Labs,Financial Services,SMB,Month-to-Month,ACH Direct Debit,30,204.92,6419.92,24,19,3,1,6,4,88.6,1,15,1,1,0
AC-1184,Starlight Capital,Professional Services,SMB,1-Year Fixed,Manual Wire,29,584.88,16472.79,11,8,1,0,4,18,86.8,1,0,1,1,0
AC-1185,Quantum Networks,Financial Services,SMB,Month-to-Month,Credit Card,26,240.94,5988.18,20,16,3,1,4,4,60.6,1,5,1,0,0
AC-1186,Nexus Systems,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,26,1310.09,34189.96,68,60,3,3,6,32,65.8,0,5,0,1,1
AC-1187,Apex Data,Manufacturing,Mid-Market,Month-to-Month,Credit Card,37,1080.22,38539.67,51,47,3,0,6,0,93.5,0,0,1,1,0
AC-1188,Aegis Global,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,53,857.95,44049.55,26,19,5,1,5,12,47.6,1,20,1,1,0
AC-1189,Hyperion Networks,Enterprise Tech,Enterprise,3-Year Enterprise,Credit Card,30,4485.2,139824.39,310,286,4,1,8,4,78.9,0,20,0,0,0
AC-1190,Hyperion Technologies,Logistics,Mid-Market,Month-to-Month,Credit Card,3,1956.94,5581.63,57,38,0,1,8,0,57.9,0,5,0,0,1
AC-1191,Hyperion Global,Healthcare,Enterprise,1-Year Fixed,Credit Card,43,2744.47,121751.07,395,195,2,1,6,22,100.0,1,0,1,1,0
AC-1192,Hyperion Capital,Healthcare,SMB,2-Year Fixed,Auto-Invoice,7,277.15,1943.34,17,16,3,1,10,20,69.1,1,10,1,1,0
AC-1193,Aegis Cloud,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,49,1946.33,95935.66,19,13,8,0,4,2,90.7,0,0,1,1,1
AC-1194,Vortex Labs,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,41,1368.53,57073.52,20,19,4,0,7,18,54.3,1,0,1,0,0
AC-1195,Solstice Systems,E-Commerce,Mid-Market,2-Year Fixed,Manual Wire,54,1715.32,91992.27,70,23,6,0,7,0,45.5,1,5,1,1,0
AC-1196,Crest Systems,Healthcare,Enterprise,1-Year Fixed,Auto-Invoice,69,3882.92,257622.9,404,234,4,1,6,7,63.8,1,5,0,0,1
AC-1197,Omni Data,Financial Services,Enterprise,2-Year Fixed,Credit Card,27,2074.81,53794.87,471,454,3,1,6,1,72.7,0,0,1,0,0
AC-1198,Zenith Global,E-Commerce,Mid-Market,2-Year Fixed,ACH Direct Debit,8,1157.49,9495.46,56,27,1,1,7,1,58.8,1,10,0,1,0
AC-1199,Starlight Global,Logistics,Enterprise,3-Year Enterprise,Credit Card,32,3794.4,118033.59,264,253,1,2,7,9,81.6,1,0,0,0,0
AC-1200,Apex Systems,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,64,653.8,39868.63,25,24,0,0,6,2,64.2,0,15,1,0,0
AC-1201,Crest Data,E-Commerce,SMB,Month-to-Month,Credit Card,10,410.0,4296.64,8,7,2,1,4,0,30.5,1,20,1,1,1
AC-1202,Solstice Labs,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,13,707.52,9639.61,10,7,5,0,4,3,78.0,1,10,1,0,0
AC-1203,Hyperion Global,Logistics,Mid-Market,Month-to-Month,Manual Wire,63,1331.78,82879.72,35,26,3,0,7,1,52.1,1,5,1,1,0
AC-1204,Crest Health,E-Commerce,Enterprise,2-Year Fixed,Auto-Invoice,35,2763.6,92136.58,223,203,3,0,6,7,61.5,1,0,1,1,0
AC-1205,Omni Capital,Professional Services,SMB,Month-to-Month,Auto-Invoice,61,240.24,14987.69,21,18,2,2,7,1,96.0,1,10,1,1,0
AC-1206,Zenith Systems,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,54,590.18,32924.65,22,16,2,2,7,11,99.9,1,20,0,1,0
AC-1207,Solstice Labs,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,8,4403.51,33907.08,268,265,2,0,6,1,57.6,1,0,1,1,0
AC-1208,Velocity Global,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,29,1545.07,43173.63,20,16,2,1,7,3,78.4,0,5,1,0,0
AC-1209,Crest Systems,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,41,2807.58,118819.93,364,358,3,0,5,2,58.1,0,5,1,1,1
AC-1210,Starlight Labs,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,30,749.69,23439.6,16,5,2,0,10,6,62.8,0,5,1,1,1
AC-1211,Synergy Systems,Manufacturing,SMB,2-Year Fixed,Credit Card,21,745.08,16101.61,15,6,2,0,6,0,57.1,1,5,0,0,1
AC-1212,Nexus Solutions,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,11,2253.75,24049.36,331,204,3,0,6,4,37.0,0,20,1,1,0
AC-1213,Acme Logistics,Financial Services,SMB,2-Year Fixed,Auto-Invoice,2,528.24,1047.13,7,4,4,0,6,2,69.7,1,0,1,0,0
AC-1214,Velocity Technologies,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,50,1229.01,62070.18,51,43,5,1,6,13,73.2,0,5,1,0,1
AC-1215,Titan Global,Financial Services,SMB,2-Year Fixed,ACH Direct Debit,41,498.02,19725.18,7,3,1,2,7,0,55.9,1,20,1,0,0
AC-1216,Quantum Capital,Logistics,Mid-Market,2-Year Fixed,Manual Wire,66,746.49,47842.53,22,22,5,0,7,10,87.6,1,5,1,0,0
AC-1217,Vortex Technologies,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,3,489.95,1437.94,17,9,1,1,6,1,60.2,0,15,1,1,1
AC-1218,Synergy Solutions,Healthcare,Enterprise,1-Year Fixed,Credit Card,51,2092.71,106829.74,133,80,2,1,7,0,56.5,1,0,1,1,0
AC-1219,Velocity Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,68,1379.48,93905.99,55,27,6,0,6,1,77.5,1,20,1,1,0
AC-1220,Titan Solutions,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,25,2122.45,54728.94,443,313,6,0,8,0,40.2,0,0,1,1,1
AC-1221,Titan Systems,Manufacturing,SMB,1-Year Fixed,ACH Direct Debit,30,459.02,14119.01,17,6,2,0,10,4,84.3,1,25,1,1,0
AC-1222,Quantum Systems,Enterprise Tech,SMB,1-Year Fixed,ACH Direct Debit,11,351.2,4023.03,10,4,1,3,5,27,60.8,1,0,1,1,1
AC-1223,Acme Cloud,Healthcare,SMB,Month-to-Month,Credit Card,17,395.88,6954.0,18,15,3,0,8,0,85.8,1,5,1,1,0
AC-1224,Hyperion Networks,Financial Services,SMB,Month-to-Month,Auto-Invoice,26,246.69,6256.08,14,6,5,0,7,3,91.2,0,5,1,0,0
AC-1225,Zenith Logistics,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,23,1729.0,39096.12,202,94,1,1,9,3,79.5,1,5,1,1,0
AC-1226,Synergy Logistics,Manufacturing,Mid-Market,Month-to-Month,ACH Direct Debit,56,874.8,48990.87,16,14,3,0,9,2,53.4,1,0,1,1,0
AC-1227,Nexus Solutions,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,52,4169.81,206298.06,319,117,2,2,8,2,45.5,1,20,1,1,0
AC-1228,Acme Capital,E-Commerce,Enterprise,2-Year Fixed,Auto-Invoice,48,2309.51,115334.0,391,237,2,0,7,13,42.2,1,5,0,1,0
AC-1229,Zenith Data,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,20,3530.25,67387.84,220,70,2,2,6,0,87.9,1,10,1,1,0
AC-1230,Titan Networks,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,2,1261.08,2477.38,73,40,0,0,6,9,65.6,0,0,1,1,0
AC-1231,Acme Corp,Professional Services,Enterprise,3-Year Enterprise,ACH Direct Debit,31,3587.9,111994.3,324,256,4,0,7,1,57.2,0,15,1,1,0
AC-1232,Zenith Corp,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,27,4347.5,117591.93,407,148,6,0,5,2,65.6,0,5,1,1,0
AC-1233,Apex Capital,Financial Services,Enterprise,3-Year Enterprise,Auto-Invoice,2,1763.53,3581.54,475,438,0,1,6,3,87.5,1,25,1,0,0
AC-1234,Solstice Data,Financial Services,Enterprise,1-Year Fixed,Manual Wire,4,4067.35,16314.17,69,65,4,1,10,2,82.0,0,5,1,0,0
AC-1235,Nexus Networks,E-Commerce,SMB,Month-to-Month,Auto-Invoice,13,761.24,9627.94,15,6,3,1,7,0,75.9,1,0,0,1,0
AC-1236,Velocity Data,Professional Services,SMB,Month-to-Month,ACH Direct Debit,35,721.1,24484.07,20,20,5,1,9,0,79.5,0,5,1,0,1
AC-1237,Vortex Solutions,Financial Services,SMB,2-Year Fixed,Auto-Invoice,72,718.65,53850.01,16,8,8,0,10,2,71.2,1,10,0,0,0
AC-1238,Synergy Technologies,E-Commerce,Mid-Market,Month-to-Month,ACH Direct Debit,66,1167.14,75213.05,55,20,3,1,7,10,73.4,1,10,1,1,0
AC-1239,Nexus Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,6,1687.18,9901.36,147,45,2,1,8,0,72.0,1,15,1,1,0
AC-1240,Titan Technologies,Healthcare,SMB,1-Year Fixed,Manual Wire,31,208.83,6417.38,9,5,5,1,7,8,68.0,1,0,1,1,0
AC-1241,Titan Logistics,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,10,1210.18,11665.46,22,16,4,0,5,2,81.6,1,10,0,1,0
AC-1242,Hyperion Systems,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,21,4755.28,99933.51,247,132,4,1,5,13,74.5,0,20,1,1,0
AC-1243,Starlight Logistics,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,23,3859.75,90239.31,322,285,2,1,9,3,52.1,0,0,1,1,1
AC-1244,Hyperion Technologies,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,3,3528.32,10887.69,205,164,0,0,8,1,77.5,0,0,1,1,0
AC-1245,Aegis Data,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,32,1655.23,54087.38,99,54,2,1,10,26,72.5,1,10,1,1,0
AC-1246,Omni Systems,Enterprise Tech,Mid-Market,3-Year Enterprise,ACH Direct Debit,20,1658.29,31997.16,52,42,2,1,9,1,79.0,1,5,1,0,0
AC-1247,Quantum Labs,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,29,1502.77,43388.87,19,18,3,0,6,5,66.1,0,10,1,1,0
AC-1248,Crest Data,Financial Services,Enterprise,3-Year Enterprise,Credit Card,52,3693.84,183216.86,59,22,4,2,9,5,82.6,0,5,1,1,0
AC-1249,Crest Labs,Manufacturing,Enterprise,2-Year Fixed,Auto-Invoice,46,2619.13,114670.41,198,102,5,2,7,2,66.9,1,25,1,0,0
AC-1250,Synergy Corp,Healthcare,SMB,1-Year Fixed,ACH Direct Debit,34,524.64,17730.97,14,9,2,2,10,18,81.0,0,15,1,1,0
AC-1251,Hyperion Corp,Healthcare,Enterprise,Month-to-Month,Manual Wire,61,3414.13,203117.04,211,137,3,0,6,11,59.8,1,10,1,1,0
AC-1252,Solstice Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,72,1566.94,114888.35,16,11,4,1,5,10,61.0,0,0,1,0,0
AC-1253,Synergy Capital,Manufacturing,SMB,1-Year Fixed,Credit Card,71,642.75,46658.58,22,11,3,0,6,22,78.8,1,0,1,1,0
AC-1254,Starlight Solutions,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,70,3591.43,261340.55,476,365,3,0,6,3,62.0,1,15,0,0,0
AC-1255,Crest Logistics,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,11,2445.01,27596.22,444,334,3,0,5,0,100.0,1,10,0,0,0
AC-1256,Solstice Global,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,63,1023.85,61588.61,52,37,5,0,6,8,78.2,0,15,1,1,0
AC-1257,Apex Capital,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,21,1292.47,26793.43,66,25,3,2,9,2,68.4,0,5,1,1,1
AC-1258,Velocity Global,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,3,784.78,2300.9,45,29,6,1,10,1,82.8,1,0,1,0,0
AC-1259,Crest Logistics,Healthcare,SMB,Month-to-Month,Auto-Invoice,10,356.36,3523.02,17,9,3,1,4,4,59.3,1,5,0,1,1
AC-1260,Synergy Logistics,Healthcare,Enterprise,2-Year Fixed,Credit Card,27,2805.93,73184.84,495,319,3,1,10,15,84.6,1,0,0,0,0
AC-1261,Omni Logistics,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,12,1535.16,17680.81,40,38,8,0,6,1,84.1,1,15,1,0,1
AC-1262,Omni Networks,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,7,1353.47,9494.17,42,27,3,0,8,11,90.6,0,10,1,0,0
AC-1263,Velocity Health,Logistics,Enterprise,1-Year Fixed,ACH Direct Debit,17,1536.39,26694.24,367,114,2,2,4,3,60.1,1,0,1,0,0
AC-1264,Crest Labs,E-Commerce,Mid-Market,1-Year Fixed,ACH Direct Debit,65,1292.66,85719.41,32,19,1,0,8,0,46.0,1,10,1,0,0
AC-1265,Apex Logistics,Healthcare,Enterprise,1-Year Fixed,Auto-Invoice,64,1541.56,98175.86,136,119,4,1,3,11,57.0,1,15,1,1,0
AC-1266,Titan Systems,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,26,824.52,21485.28,71,60,8,0,8,21,62.9,1,10,1,0,0
AC-1267,Velocity Solutions,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,15,2480.42,37267.05,378,249,2,2,8,2,98.0,0,5,1,0,0
AC-1268,Solstice Technologies,Healthcare,Mid-Market,Month-to-Month,Manual Wire,33,1901.2,63941.5,51,24,1,1,8,2,100.0,1,5,0,1,1
AC-1269,Acme Capital,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,62,815.07,48249.81,36,23,4,1,6,3,74.2,1,15,1,0,0
AC-1270,Zenith Labs,Healthcare,SMB,3-Year Enterprise,Auto-Invoice,47,273.67,13132.47,22,15,5,0,8,10,68.2,0,5,1,1,0
AC-1271,Apex Networks,Logistics,Enterprise,1-Year Fixed,Auto-Invoice,35,3815.65,134645.52,327,327,3,2,8,0,61.7,0,15,1,1,0
AC-1272,Velocity Labs,Healthcare,Mid-Market,Month-to-Month,Credit Card,65,1729.66,109033.8,31,23,6,0,7,1,82.8,1,15,1,0,0
AC-1273,Hyperion Networks,Enterprise Tech,Mid-Market,2-Year Fixed,Auto-Invoice,72,1011.49,69543.2,65,51,3,0,9,7,100.0,0,15,1,1,0
AC-1274,Nexus Data,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,25,955.48,22951.89,59,38,2,2,7,3,100.0,1,25,0,0,0
AC-1275,Titan Global,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,57,1467.95,83879.75,77,42,3,2,8,2,88.5,0,10,1,0,1
AC-1276,Omni Technologies,Financial Services,Mid-Market,Month-to-Month,Credit Card,32,1349.86,44311.73,42,37,5,1,7,12,88.2,1,0,0,0,0
AC-1277,Acme Data,Enterprise Tech,SMB,3-Year Enterprise,Auto-Invoice,63,711.89,44107.52,16,10,4,1,8,15,83.0,1,0,1,1,0
AC-1278,Omni Systems,Financial Services,SMB,Month-to-Month,Credit Card,12,629.0,7456.76,22,22,7,0,8,18,67.1,0,0,1,1,1
AC-1279,Solstice Corp,Logistics,Mid-Market,1-Year Fixed,Credit Card,63,1500.22,98617.15,56,35,3,0,6,1,54.7,1,0,1,1,0
AC-1280,Omni Data,Healthcare,Mid-Market,2-Year Fixed,Auto-Invoice,1,1251.17,1215.26,31,11,1,1,5,14,67.6,1,0,1,1,0
AC-1281,Titan Logistics,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,51,620.58,30395.46,7,5,4,0,8,8,75.6,0,5,1,1,0
AC-1282,Omni Networks,Manufacturing,SMB,Month-to-Month,ACH Direct Debit,70,761.41,52464.1,12,4,4,3,10,1,41.8,0,0,1,0,0
AC-1283,Starlight Systems,Manufacturing,SMB,3-Year Enterprise,Auto-Invoice,8,599.4,4913.12,5,2,5,1,8,5,65.2,1,5,1,1,0
AC-1284,Solstice Labs,Manufacturing,Mid-Market,1-Year Fixed,ACH Direct Debit,68,1273.43,87684.98,57,31,3,0,8,0,53.1,1,15,0,1,0
AC-1285,Synergy Logistics,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,5,1600.12,7933.23,462,378,3,0,7,7,86.2,1,10,0,1,0
AC-1286,Titan Technologies,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,39,749.4,30584.91,37,24,2,1,9,8,58.1,1,20,1,0,0
AC-1287,Omni Corp,Professional Services,Mid-Market,1-Year Fixed,Auto-Invoice,23,1892.49,44550.15,46,15,3,1,7,9,73.9,0,0,0,1,0
AC-1288,Vortex Corp,Logistics,Mid-Market,1-Year Fixed,Credit Card,68,1727.02,112291.98,45,33,4,0,6,1,55.4,1,5,1,0,0
AC-1289,Velocity Logistics,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,52,922.12,49123.25,31,18,2,0,10,6,96.8,1,5,1,1,0
AC-1290,Titan Global,Enterprise Tech,SMB,Month-to-Month,Manual Wire,4,591.08,2251.79,24,23,5,0,6,1,37.4,1,5,1,0,1
AC-1291,Titan Systems,Healthcare,Mid-Market,2-Year Fixed,ACH Direct Debit,47,644.83,30762.6,49,32,4,1,9,18,76.6,1,10,1,1,0
AC-1292,Quantum Labs,Manufacturing,SMB,Month-to-Month,Auto-Invoice,21,237.81,4849.42,17,14,3,0,10,6,45.0,1,0,1,0,1
AC-1293,Zenith Corp,Healthcare,Mid-Market,Month-to-Month,Credit Card,56,1418.47,80994.75,78,35,3,0,8,0,58.8,1,0,1,1,0
AC-1294,Quantum Networks,Healthcare,Mid-Market,1-Year Fixed,Credit Card,66,1189.18,76992.92,67,56,3,1,5,1,71.7,1,10,0,0,0
AC-1295,Vortex Systems,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,59,1956.96,119767.39,65,52,2,0,7,6,72.6,1,15,1,1,0
AC-1296,Crest Cloud,E-Commerce,SMB,Month-to-Month,Auto-Invoice,7,420.81,2897.63,20,19,5,0,7,3,72.1,1,10,1,1,0
AC-1297,Starlight Capital,Logistics,Enterprise,1-Year Fixed,Auto-Invoice,49,3798.24,188341.46,275,89,5,1,6,8,70.7,1,0,1,0,0
AC-1298,Crest Solutions,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,16,2043.27,31992.47,235,144,4,1,7,2,56.4,1,5,1,1,1
AC-1299,Nexus Data,Logistics,SMB,Month-to-Month,Credit Card,17,382.34,6770.96,6,5,4,2,9,6,65.0,0,0,1,0,0
AC-1300,Apex Systems,Professional Services,Enterprise,Month-to-Month,Auto-Invoice,34,3005.82,105069.6,435,159,6,0,6,1,68.6,1,20,1,1,1
AC-1301,Zenith Global,Enterprise Tech,Mid-Market,2-Year Fixed,Auto-Invoice,33,939.92,30221.15,27,16,4,0,7,4,71.5,1,15,1,1,0
AC-1302,Aegis Labs,Healthcare,Mid-Market,Month-to-Month,ACH Direct Debit,26,1053.28,28614.32,77,74,1,0,7,19,66.8,1,0,0,0,0
AC-1303,Crest Global,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,66,1952.39,127017.1,19,11,2,2,10,6,81.1,0,0,0,1,0
AC-1304,Apex Systems,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,63,1876.48,120013.56,25,25,2,1,7,0,69.7,0,10,0,0,0
AC-1305,Quantum Logistics,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,41,1547.11,64971.96,468,159,2,1,5,27,71.6,0,0,1,0,1
AC-1306,Aegis Data,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,58,1756.06,96992.17,16,13,3,0,4,1,61.1,0,20,0,0,1
AC-1307,Zenith Data,Logistics,Mid-Market,1-Year Fixed,Manual Wire,10,1092.31,11424.43,54,38,1,1,8,7,49.1,0,15,1,0,1
AC-1308,Velocity Solutions,Financial Services,Mid-Market,Month-to-Month,Credit Card,15,1868.23,27587.52,51,33,4,1,6,4,70.8,1,0,1,1,0
AC-1309,Zenith Global,Manufacturing,Enterprise,1-Year Fixed,Credit Card,42,1998.02,81313.56,411,403,5,1,9,2,89.7,1,0,1,1,0
AC-1310,Vortex Global,Healthcare,Mid-Market,1-Year Fixed,Credit Card,57,1090.1,64314.85,50,20,8,0,4,1,76.0,1,15,1,1,0
AC-1311,Synergy Systems,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,17,4428.96,76820.0,162,150,3,0,6,1,53.3,0,5,1,0,1
AC-1312,Titan Capital,E-Commerce,Enterprise,Month-to-Month,ACH Direct Debit,60,2433.96,140002.5,373,292,4,1,4,12,82.7,1,10,0,1,0
AC-1313,Zenith Logistics,Logistics,Enterprise,Month-to-Month,Credit Card,9,2945.28,25492.4,484,233,2,2,8,12,62.0,1,0,1,0,1
AC-1314,Titan Logistics,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,36,2671.48,98242.85,138,129,5,1,9,3,80.9,0,0,0,0,1
AC-1315,Solstice Solutions,Manufacturing,SMB,1-Year Fixed,Auto-Invoice,36,535.86,18470.68,21,13,0,1,8,0,61.4,1,10,1,1,0
AC-1316,Nexus Health,Manufacturing,Enterprise,Month-to-Month,Credit Card,48,3721.57,186087.59,383,333,3,1,5,13,74.4,1,5,1,1,0
AC-1317,Synergy Corp,Financial Services,SMB,2-Year Fixed,Manual Wire,51,251.51,13136.83,17,10,3,0,6,4,58.7,1,0,1,1,0
AC-1318,Titan Labs,Professional Services,SMB,3-Year Enterprise,Auto-Invoice,70,637.95,43921.87,20,18,4,1,8,3,59.1,1,0,1,1,0
AC-1319,Vortex Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,ACH Direct Debit,68,1763.45,118271.04,57,43,0,0,4,3,39.8,0,10,0,0,1
AC-1320,Zenith Capital,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,22,1750.31,38531.83,461,184,4,2,7,2,77.2,1,10,1,0,0
AC-1321,Starlight Health,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,6,1152.7,6820.04,65,49,2,0,10,4,74.7,0,0,1,1,0
AC-1322,Omni Health,Manufacturing,SMB,2-Year Fixed,Auto-Invoice,26,678.45,18139.73,24,10,9,1,7,5,75.7,1,10,0,1,0
AC-1323,Starlight Logistics,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,3,1855.87,5831.93,53,31,2,0,4,3,73.0,1,0,1,0,1
AC-1324,Omni Health,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,52,3010.23,157854.99,315,132,5,2,6,13,54.3,0,5,0,1,1
AC-1325,Quantum Global,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,60,1130.39,67457.41,55,17,4,0,6,2,85.4,0,10,1,1,0
AC-1326,Apex Global,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,63,556.87,34110.22,12,5,0,1,10,5,85.9,0,10,1,1,0
AC-1327,Starlight Solutions,Enterprise Tech,SMB,2-Year Fixed,Credit Card,65,409.22,27007.42,16,11,2,0,10,2,53.8,0,0,0,0,0
AC-1328,Apex Networks,Manufacturing,Enterprise,Month-to-Month,ACH Direct Debit,52,2431.91,128806.11,260,166,6,1,9,8,77.6,0,0,1,1,0
AC-1329,Quantum Networks,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,14,1610.36,22962.55,72,47,5,1,6,0,83.7,1,0,1,0,0
AC-1330,Solstice Labs,Healthcare,Enterprise,3-Year Enterprise,Credit Card,72,2545.59,174612.94,290,137,1,2,10,1,59.5,1,15,1,0,0
AC-1331,Crest Systems,Professional Services,Enterprise,Month-to-Month,Credit Card,68,3892.81,275276.28,183,143,4,1,5,9,62.7,1,0,1,1,0
AC-1332,Synergy Networks,Financial Services,SMB,1-Year Fixed,Credit Card,28,321.16,8846.9,12,10,2,2,9,1,77.6,1,0,1,1,0
AC-1333,Acme Global,Professional Services,Enterprise,3-Year Enterprise,ACH Direct Debit,71,2056.72,149592.6,440,242,2,3,9,6,40.8,1,0,1,1,0
AC-1334,Acme Systems,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,10,2542.13,26081.76,151,138,4,0,7,21,48.4,1,5,0,0,1
AC-1335,Apex Corp,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,57,3459.78,200176.52,189,142,2,2,10,4,50.2,0,15,1,1,0
AC-1336,Acme Technologies,Enterprise Tech,SMB,Month-to-Month,Credit Card,66,440.56,28771.26,5,4,1,0,6,1,35.7,1,0,1,0,1
AC-1337,Zenith Cloud,Manufacturing,SMB,Month-to-Month,Credit Card,50,458.49,23172.97,17,8,4,2,5,2,87.5,0,5,1,1,0
AC-1338,Nexus Systems,Financial Services,Mid-Market,2-Year Fixed,Credit Card,14,1043.75,13940.62,40,12,4,0,9,10,32.2,0,0,0,0,1
AC-1339,Starlight Data,Enterprise Tech,SMB,1-Year Fixed,Credit Card,16,472.95,7765.38,19,17,3,0,7,2,74.2,1,5,1,0,0
AC-1340,Zenith Health,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,54,3772.93,195580.31,82,72,4,0,8,7,82.6,1,0,1,0,0
AC-1341,Nexus Data,Healthcare,Mid-Market,Month-to-Month,Credit Card,43,1662.28,70740.04,50,19,2,2,10,9,62.7,1,0,1,0,0
