account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn,support_ticket_rate,usage_per_license,charge_per_user,engagement_score,account_health_index,churn_probability,prediction,risk_level
AC-1121,Vortex Global,Professional Services,Enterprise,1-Year Fixed,ACH Direct Debit,38,4048.46,158064.49,390,235,3,2,7,12,70.8,1,5,1,1,0,0.0769,0.6026,17.23,70.48,45.05,0.216,0,LOW
AC-1122,Apex Labs,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,11,1967.57,22590.59,40,21,3,1,9,15,52.1,1,0,1,1,0,0.25,0.525,93.69,67.26,65.0,0.4832,0,MEDIUM
AC-1123,Apex Capital,Financial Services,SMB,Month-to-Month,Auto-Invoice,67,462.07,29849.14,24,22,8,0,10,2,70.9,0,0,1,1,0,0.1176,0.9167,21.0,82.54,95.33,0.0454,0,LOW
AC-1124,Apex Cloud,E-Commerce,Mid-Market,3-Year Enterprise,Credit Card,15,953.08,14118.54,71,60,9,0,10,2,92.1,1,10,0,0,0,0.5625,0.8451,15.88,95.26,108.9,0.0198,0,LOW
AC-1125,Apex Solutions,Manufacturing,Mid-Market,Month-to-Month,Auto-Invoice,1,964.72,943.7,41,30,5,0,8,3,72.7,0,15,0,1,0,2.5,0.7317,32.16,75.62,74.13,0.0407,0,LOW
AC-1126,Vortex Data,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,7,1504.11,10908.72,73,39,3,0,9,2,73.8,0,5,1,1,0,0.375,0.5342,38.57,80.28,79.68,0.0297,0,LOW
AC-1127,Hyperion Networks,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,1,3369.66,3365.74,188,149,6,0,10,6,82.7,0,10,1,1,0,3.0,0.7926,22.62,89.62,86.85,0.0234,0,LOW
AC-1128,Omni Systems,Financial Services,Enterprise,Month-to-Month,Credit Card,49,4659.13,217495.43,421,375,2,2,8,2,42.7,1,0,0,0,1,0.04,0.8907,12.42,57.62,73.81,0.765,1,HIGH
AC-1129,Apex Global,E-Commerce,SMB,3-Year Enterprise,Manual Wire,29,589.02,17436.82,9,6,5,0,6,0,98.9,1,5,1,0,1,0.1667,0.6667,98.17,83.34,76.33,0.6826,1,HIGH
AC-1130,Solstice Solutions,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,26,1999.49,51408.12,30,25,4,0,8,3,49.0,1,5,1,1,0,0.1481,0.8333,79.98,61.4,91.17,0.0357,0,LOW
AC-1131,Omni Data,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,45,300.57,13567.78,20,16,3,0,7,1,83.8,1,10,1,0,0,0.0652,0.8,18.79,78.28,85.5,0.0136,0,LOW
AC-1132,Titan Technologies,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,71,4002.75,295386.5,102,71,5,0,2,0,81.4,1,25,1,1,0,0.0694,0.6961,56.38,56.84,44.92,0.0319,0,LOW
AC-1133,Synergy Corp,Logistics,SMB,Month-to-Month,Credit Card,12,776.44,9090.63,10,5,4,0,8,3,51.8,1,15,1,0,0,0.3077,0.5,155.29,63.08,84.5,0.1367,0,LOW
AC-1134,Synergy Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,32,1844.24,57482.83,79,65,5,1,7,1,86.2,0,0,1,1,0,0.1515,0.8228,28.37,79.72,60.96,0.0417,0,LOW
AC-1135,Quantum Cloud,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,20,978.0,19096.8,43,19,2,1,10,3,77.0,1,10,1,1,0,0.0952,0.4419,51.47,86.2,89.34,0.0267,0,LOW
AC-1136,Apex Technologies,Healthcare,Mid-Market,Month-to-Month,ACH Direct Debit,51,1535.11,77023.15,44,37,3,0,6,2,100.0,0,0,1,1,0,0.0577,0.8409,41.49,84.0,61.82,0.0151,0,LOW
AC-1137,Quantum Labs,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,36,689.33,23841.49,24,21,4,1,4,5,71.5,1,0,1,1,0,0.1081,0.875,32.83,58.9,47.0,0.0111,0,LOW
AC-1138,Starlight Solutions,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,67,829.81,56693.76,24,21,2,1,8,28,66.0,1,0,1,1,0,0.0294,0.875,39.51,71.6,44.5,0.1006,0,LOW
AC-1139,Hyperion Technologies,Healthcare,Mid-Market,1-Year Fixed,ACH Direct Debit,1,1219.51,1183.83,65,41,7,2,8,4,58.7,1,5,1,1,0,3.5,0.6308,29.74,67.22,65.62,0.1354,0,LOW
AC-1140,Aegis Systems,Healthcare,SMB,Month-to-Month,Manual Wire,27,587.86,16548.61,12,5,3,0,7,6,36.6,1,10,1,1,0,0.1071,0.4167,117.57,49.96,70.33,0.1751,0,LOW
AC-1141,Acme Data,Healthcare,SMB,3-Year Enterprise,ACH Direct Debit,40,329.59,12808.77,23,9,4,1,7,15,62.3,1,5,1,0,0,0.0976,0.3913,36.62,65.38,46.33,0.1242,0,LOW
AC-1142,Aegis Technologies,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,14,1274.46,17406.45,50,41,6,1,5,2,63.0,1,20,1,0,0,0.4,0.82,31.08,57.8,58.4,0.2417,0,LOW
AC-1143,Zenith Global,E-Commerce,Mid-Market,1-Year Fixed,ACH Direct Debit,69,1044.56,70611.67,69,64,4,0,7,1,72.7,1,0,1,0,0,0.0571,0.9275,16.32,71.62,88.05,0.0132,0,LOW
AC-1144,Starlight Data,Logistics,Mid-Market,1-Year Fixed,Credit Card,6,1105.05,6808.35,49,37,2,0,6,2,42.4,0,5,1,0,0,0.2857,0.7551,29.87,49.44,60.1,0.1089,0,LOW
AC-1145,Aegis Corp,Financial Services,Enterprise,3-Year Enterprise,Credit Card,33,4275.05,140055.35,250,100,6,1,9,3,63.7,1,5,1,1,0,0.1765,0.4,42.75,74.22,80.5,0.1927,0,LOW
AC-1146,Nexus Logistics,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,55,1485.63,84318.92,70,67,3,0,8,6,78.4,1,0,0,1,0,0.0536,0.9571,22.17,79.04,89.14,0.0111,0,LOW
AC-1147,Nexus Global,Healthcare,SMB,2-Year Fixed,Auto-Invoice,19,668.1,13055.49,18,18,2,1,7,0,80.2,0,25,1,1,0,0.1,1.0,37.12,76.12,66.0,0.0744,0,LOW
AC-1148,Starlight Networks,Enterprise Tech,SMB,2-Year Fixed,Credit Card,29,403.39,12200.74,23,14,3,0,10,11,34.5,1,5,1,0,0,0.1,0.6087,28.81,60.7,90.67,0.1026,0,LOW
AC-1149,Starlight Health,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,61,1807.9,113111.78,76,54,4,0,7,0,80.7,0,20,1,0,0,0.0645,0.7105,33.48,76.42,70.21,0.0288,0,LOW
AC-1150,Apex Capital,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,70,1312.72,87772.89,39,33,6,2,8,14,63.6,0,5,0,1,0,0.0845,0.8462,39.78,70.16,39.92,0.1685,0,LOW
AC-1151,Synergy Solutions,Logistics,Enterprise,2-Year Fixed,ACH Direct Debit,24,4697.82,116550.45,189,154,4,0,7,18,64.7,1,0,0,1,0,0.16,0.8148,30.51,66.82,60.3,0.0935,0,LOW
AC-1152,Quantum Systems,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,23,574.84,13800.51,19,19,7,2,10,28,25.4,1,0,1,1,1,0.2917,1.0,30.25,55.24,53.0,0.8336,1,CRITICAL
AC-1153,Aegis Data,Logistics,SMB,2-Year Fixed,Credit Card,10,733.54,7697.54,13,5,3,0,7,10,94.9,1,15,1,1,0,0.2727,0.3846,146.71,84.94,63.69,0.0296,0,LOW
AC-1154,Acme Health,Healthcare,Mid-Market,3-Year Enterprise,Credit Card,54,1540.33,80060.88,66,47,7,0,7,0,71.2,1,0,1,1,0,0.1273,0.7121,32.77,70.72,85.24,0.0187,0,LOW
AC-1155,Vortex Networks,Financial Services,SMB,1-Year Fixed,Manual Wire,41,789.13,32720.82,13,10,4,2,7,7,40.4,0,20,1,1,0,0.0952,0.7692,78.91,52.24,40.88,0.0548,0,LOW
AC-1156,Velocity Logistics,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,49,1540.04,73194.02,77,71,6,0,8,1,74.8,1,5,0,1,0,0.12,0.9221,21.69,76.88,95.94,0.0114,0,LOW
AC-1157,Nexus Networks,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,17,953.4,15822.88,34,31,1,0,10,13,74.2,1,0,1,1,0,0.0556,0.9118,30.75,84.52,93.74,0.0093,0,LOW
AC-1158,Crest Logistics,Financial Services,Enterprise,2-Year Fixed,Credit Card,56,3285.83,188525.39,78,77,4,0,9,2,90.0,1,10,1,0,0,0.0702,0.9872,42.67,90.0,103.74,0.0137,0,LOW
AC-1159,Acme Corp,Enterprise Tech,Mid-Market,1-Year Fixed,ACH Direct Debit,45,1578.89,74443.88,15,10,5,0,7,2,62.4,0,0,1,1,0,0.1087,0.6667,157.89,65.44,66.33,0.0299,0,LOW
AC-1160,Crest Systems,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,30,1502.71,45508.92,24,21,6,1,10,15,68.2,0,0,1,1,0,0.1935,0.875,71.56,80.92,65.0,0.0878,0,LOW
AC-1161,Vortex Systems,Healthcare,Mid-Market,1-Year Fixed,Credit Card,44,1175.13,53518.44,37,22,4,1,9,0,56.4,1,15,1,0,0,0.0889,0.5946,53.41,69.84,88.89,0.0157,0,LOW
AC-1162,Solstice Data,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,55,1335.96,69869.19,65,39,3,1,6,1,78.8,1,5,1,0,0,0.0536,0.6,34.26,71.28,63.5,0.0437,0,LOW
AC-1163,Omni Labs,Professional Services,SMB,1-Year Fixed,Manual Wire,19,373.4,6765.86,24,11,7,0,4,3,53.9,1,5,1,1,0,0.35,0.4583,33.95,48.34,51.67,0.1156,0,LOW
AC-1164,Aegis Networks,Professional Services,Enterprise,2-Year Fixed,Auto-Invoice,29,1711.48,50112.99,424,370,3,1,6,7,51.9,0,0,1,1,0,0.1,0.8726,4.63,55.14,44.95,0.1525,0,LOW
AC-1165,Acme Health,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,2,1521.04,3008.31,43,43,5,2,8,6,66.8,1,0,0,1,1,1.6667,1.0,35.37,72.08,70.0,0.5894,1,MEDIUM
AC-1166,Nexus Global,Financial Services,Mid-Market,1-Year Fixed,Credit Card,36,689.48,25788.71,72,35,6,3,8,6,45.9,1,5,1,0,0,0.1622,0.4861,19.7,59.54,49.72,0.08,0,LOW
AC-1167,Nexus Corp,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,19,832.39,15502.24,57,19,1,0,10,13,96.8,1,5,1,1,0,0.05,0.3333,43.81,98.08,82.17,0.0562,0,LOW
AC-1168,Quantum Technologies,Logistics,Mid-Market,2-Year Fixed,Auto-Invoice,7,1021.33,7100.73,24,21,5,2,5,0,100.0,0,15,1,0,0,0.625,0.875,48.63,80.0,37.5,0.1268,0,LOW
AC-1169,Quantum Systems,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,26,2810.9,73287.37,261,192,2,1,6,4,59.8,0,5,1,1,1,0.0741,0.7356,14.64,59.88,46.71,0.6268,1,HIGH
AC-1170,Quantum Corp,Financial Services,Enterprise,Month-to-Month,Credit Card,38,2386.71,88636.56,57,55,3,0,5,7,43.0,1,15,1,1,0,0.0769,0.9649,43.39,45.8,63.8,0.1208,0,LOW
AC-1171,Aegis Systems,Logistics,Mid-Market,Month-to-Month,Manual Wire,3,1049.74,3277.86,48,23,5,2,4,6,74.1,0,0,0,1,1,1.25,0.4792,45.64,60.46,12.58,0.945,1,CRITICAL
AC-1172,Quantum Corp,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,66,1098.94,72272.8,31,11,5,6,6,3,59.3,1,0,1,0,0,0.0746,0.3548,99.9,59.58,5.6,0.0887,0,LOW
AC-1173,Hyperion Capital,Healthcare,Enterprise,1-Year Fixed,ACH Direct Debit,71,3331.52,234743.91,382,246,6,0,8,0,89.1,1,0,1,0,0,0.0833,0.644,13.54,85.46,91.88,0.0273,0,LOW
AC-1174,Starlight Global,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,43,956.45,42565.79,72,26,4,0,9,0,53.8,1,15,0,0,0,0.0909,0.3611,36.79,68.28,94.22,0.037,0,LOW
AC-1175,Solstice Health,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,62,1928.41,117313.41,22,11,6,0,5,0,77.8,1,15,1,1,0,0.0952,0.5,175.31,66.68,65.0,0.0211,0,LOW
AC-1176,Nexus Health,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,71,1489.64,109122.09,52,20,3,0,6,2,70.1,1,0,1,0,0,0.0417,0.3846,74.48,66.06,67.69,0.0241,0,LOW
AC-1177,Zenith Solutions,Financial Services,SMB,3-Year Enterprise,Manual Wire,24,439.64,10152.81,22,10,5,0,3,0,55.8,0,0,1,0,0,0.2,0.4545,43.96,45.48,33.09,0.1895,0,LOW
AC-1178,Solstice Solutions,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,39,4626.86,174723.54,118,44,4,2,8,3,72.3,0,10,1,1,0,0.1,0.3729,105.16,75.38,46.96,0.1146,0,LOW
AC-1179,Vortex Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,68,2674.29,190050.35,102,99,3,1,6,1,83.8,1,15,1,1,1,0.0435,0.9706,27.01,74.28,70.91,0.5515,1,MEDIUM
AC-1180,Nexus Health,Logistics,SMB,2-Year Fixed,ACH Direct Debit,44,736.39,33510.73,19,9,1,0,10,9,69.6,0,15,1,0,0,0.0222,0.4737,81.82,81.76,75.97,0.0279,0,LOW
AC-1181,Starlight Systems,Financial Services,Mid-Market,1-Year Fixed,Credit Card,5,788.61,3898.85,46,28,3,1,8,12,69.8,0,0,1,0,0,0.5,0.6087,28.16,73.88,48.17,0.4659,0,MEDIUM
AC-1182,Starlight Systems,Healthcare,Mid-Market,2-Year Fixed,Manual Wire,55,1171.19,65307.32,25,23,5,1,7,3,52.3,1,10,1,1,0,0.0893,0.92,50.92,59.38,74.9,0.0099,0,LOW
AC-1183,Solstice Labs,Financial Services,SMB,Month-to-Month,ACH Direct Debit,30,204.92,6419.92,24,19,3,1,6,4,88.6,1,15,1,1,0,0.0968,0.7917,10.79,77.16,62.83,0.0154,0,LOW
AC-1184,Starlight Capital,Professional Services,SMB,1-Year Fixed,Manual Wire,29,584.88,16472.79,11,8,1,0,4,18,86.8,1,0,1,1,0,0.0333,0.7273,73.11,68.08,34.55,0.0425,0,LOW
AC-1185,Quantum Networks,Financial Services,SMB,Month-to-Month,Credit Card,26,240.94,5988.18,20,16,3,1,4,4,60.6,1,5,1,0,0,0.1111,0.8,15.06,52.36,47.0,0.2512,0,LOW
AC-1186,Nexus Systems,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,26,1310.09,34189.96,68,60,3,3,6,32,65.8,0,5,0,1,1,0.1111,0.8824,21.83,63.48,-12.35,0.9612,1,CRITICAL
AC-1187,Apex Data,Manufacturing,Mid-Market,Month-to-Month,Credit Card,37,1080.22,38539.67,51,47,3,0,6,0,93.5,0,0,1,1,0,0.0789,0.9216,22.98,80.1,66.43,0.0259,0,LOW
AC-1188,Aegis Global,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,53,857.95,44049.55,26,19,5,1,5,12,47.6,1,20,1,1,0,0.0926,0.7308,45.16,48.56,41.62,0.0686,0,LOW
AC-1189,Hyperion Networks,Enterprise Tech,Enterprise,3-Year Enterprise,Credit Card,30,4485.2,139824.39,310,286,4,1,8,4,78.9,0,20,0,0,0,0.129,0.9226,15.68,79.34,66.45,0.1258,0,LOW
AC-1190,Hyperion Technologies,Logistics,Mid-Market,Month-to-Month,Credit Card,3,1956.94,5581.63,57,38,0,1,8,0,57.9,0,5,0,0,1,0.0,0.6667,51.5,66.74,67.33,0.7257,1,HIGH
AC-1191,Hyperion Global,Healthcare,Enterprise,1-Year Fixed,Credit Card,43,2744.47,121751.07,395,195,2,1,6,22,100.0,1,0,1,1,0,0.0455,0.4937,14.07,84.0,29.87,0.1434,0,LOW
AC-1192,Hyperion Capital,Healthcare,SMB,2-Year Fixed,Auto-Invoice,7,277.15,1943.34,17,16,3,1,10,20,69.1,1,10,1,1,0,0.375,0.9412,17.32,81.46,73.82,0.0236,0,LOW
AC-1193,Aegis Cloud,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,49,1946.33,95935.66,19,13,8,0,4,2,90.7,0,0,1,1,1,0.16,0.6842,149.72,70.42,42.68,0.0417,0,LOW
AC-1194,Vortex Labs,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,41,1368.53,57073.52,20,19,4,0,7,18,54.3,1,0,1,0,0,0.0952,0.95,72.03,60.58,63.0,0.0697,0,LOW
AC-1195,Solstice Systems,E-Commerce,Mid-Market,2-Year Fixed,Manual Wire,54,1715.32,91992.27,70,23,6,0,7,0,45.5,1,5,1,1,0,0.1091,0.3286,74.58,55.3,77.57,0.0516,0,LOW
AC-1196,Crest Systems,Healthcare,Enterprise,1-Year Fixed,Auto-Invoice,69,3882.92,257622.9,404,234,4,1,6,7,63.8,1,5,0,0,1,0.0571,0.5792,16.59,62.28,54.08,0.5428,1,MEDIUM
AC-1197,Omni Data,Financial Services,Enterprise,2-Year Fixed,Credit Card,27,2074.81,53794.87,471,454,3,1,6,1,72.7,0,0,1,0,0,0.1071,0.9639,4.57,67.62,55.78,0.1627,0,LOW
AC-1198,Zenith Global,E-Commerce,Mid-Market,2-Year Fixed,ACH Direct Debit,8,1157.49,9495.46,56,27,1,1,7,1,58.8,1,10,0,1,0,0.1111,0.4821,42.87,63.28,69.14,0.0574,0,LOW
AC-1199,Starlight Global,Logistics,Enterprise,3-Year Enterprise,Credit Card,32,3794.4,118033.59,264,253,1,2,7,9,81.6,1,0,0,0,0,0.0303,0.9583,15.0,76.96,56.67,0.6158,1,HIGH
AC-1200,Apex Systems,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,64,653.8,39868.63,25,24,0,0,6,2,64.2,0,15,1,0,0,0.0,0.96,27.24,62.52,64.2,0.0334,0,LOW
AC-1201,Crest Data,E-Commerce,SMB,Month-to-Month,Credit Card,10,410.0,4296.64,8,7,2,1,4,0,30.5,1,20,1,1,1,0.1818,0.875,58.57,34.3,54.5,0.6922,1,HIGH
AC-1202,Solstice Labs,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,13,707.52,9639.61,10,7,5,0,4,3,78.0,1,10,1,0,0,0.3571,0.7,101.07,62.8,56.5,0.2108,0,LOW
AC-1203,Hyperion Global,Logistics,Mid-Market,Month-to-Month,Manual Wire,63,1331.78,82879.72,35,26,3,0,7,1,52.1,1,5,1,1,0,0.0469,0.7429,51.22,59.26,84.36,0.0194,0,LOW
AC-1204,Crest Health,E-Commerce,Enterprise,2-Year Fixed,Auto-Invoice,35,2763.6,92136.58,223,203,3,0,6,7,61.5,1,0,1,1,0,0.0833,0.9103,13.61,60.9,70.71,0.0531,0,LOW
AC-1205,Omni Capital,Professional Services,SMB,Month-to-Month,Auto-Invoice,61,240.24,14987.69,21,18,2,2,7,1,96.0,1,10,1,1,0,0.0323,0.8571,13.35,85.6,66.64,0.0473,0,LOW
AC-1206,Zenith Systems,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,54,590.18,32924.65,22,16,2,2,7,11,99.9,1,20,0,1,0,0.0364,0.7273,36.89,87.94,49.05,0.0164,0,LOW
AC-1207,Solstice Labs,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,8,4403.51,33907.08,268,265,2,0,6,1,57.6,1,0,1,1,0,0.2222,0.9888,16.62,58.56,81.28,0.2937,0,LOW
AC-1208,Velocity Global,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,29,1545.07,43173.63,20,16,2,1,7,3,78.4,0,5,1,0,0,0.0667,0.8,96.57,75.04,57.5,0.0724,0,LOW
AC-1209,Crest Systems,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,41,2807.58,118819.93,364,358,3,0,5,2,58.1,0,5,1,1,1,0.0714,0.9835,7.84,54.86,56.67,0.7013,1,HIGH
AC-1210,Starlight Labs,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,30,749.69,23439.6,16,5,2,0,10,6,62.8,0,5,1,1,1,0.0645,0.3125,149.94,77.68,77.25,0.5138,1,MEDIUM
AC-1211,Synergy Systems,Manufacturing,SMB,2-Year Fixed,Credit Card,21,745.08,16101.61,15,6,2,0,6,0,57.1,1,5,0,0,1,0.0909,0.4,124.18,58.26,71.0,0.6546,1,HIGH
AC-1212,Nexus Solutions,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,11,2253.75,24049.36,331,204,3,0,6,4,37.0,0,20,1,1,0,0.25,0.6163,11.05,46.2,54.33,0.2493,0,LOW
AC-1213,Acme Logistics,Financial Services,SMB,2-Year Fixed,Auto-Invoice,2,528.24,1047.13,7,4,4,0,6,2,69.7,1,0,1,0,0,1.3333,0.5714,132.06,65.82,71.43,0.1744,0,LOW
AC-1214,Velocity Technologies,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,50,1229.01,62070.18,51,43,5,1,6,13,73.2,0,5,1,0,1,0.098,0.8431,28.58,67.92,35.36,0.7985,1,HIGH
AC-1215,Titan Global,Financial Services,SMB,2-Year Fixed,ACH Direct Debit,41,498.02,19725.18,7,3,1,2,7,0,55.9,1,20,1,0,0,0.0238,0.4286,166.01,61.54,59.57,0.044,0,LOW
AC-1216,Quantum Capital,Logistics,Mid-Market,2-Year Fixed,Manual Wire,66,746.49,47842.53,22,22,5,0,7,10,87.6,1,5,1,0,0,0.0746,1.0,33.93,80.56,76.0,0.0154,0,LOW
AC-1217,Vortex Technologies,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,3,489.95,1437.94,17,9,1,1,6,1,60.2,0,15,1,1,1,0.25,0.5294,54.44,60.12,47.09,0.8565,1,CRITICAL
AC-1218,Synergy Solutions,Healthcare,Enterprise,1-Year Fixed,Credit Card,51,2092.71,106829.74,133,80,2,1,7,0,56.5,1,0,1,1,0,0.0385,0.6015,26.16,61.9,73.03,0.0359,0,LOW
AC-1219,Velocity Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,68,1379.48,93905.99,55,27,6,0,6,1,77.5,1,20,1,1,0,0.087,0.4909,51.09,70.5,71.32,0.045,0,LOW
AC-1220,Titan Solutions,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,25,2122.45,54728.94,443,313,6,0,8,0,40.2,0,0,1,1,1,0.2308,0.7065,6.78,56.12,78.13,0.5883,1,MEDIUM
AC-1221,Titan Systems,Manufacturing,SMB,1-Year Fixed,ACH Direct Debit,30,459.02,14119.01,17,6,2,0,10,4,84.3,1,25,1,1,0,0.0645,0.3529,76.5,90.58,96.06,0.0094,0,LOW
AC-1222,Quantum Systems,Enterprise Tech,SMB,1-Year Fixed,ACH Direct Debit,11,351.2,4023.03,10,4,1,3,5,27,60.8,1,0,1,1,1,0.0833,0.4,87.8,56.48,-7.5,0.885,1,CRITICAL
AC-1223,Acme Cloud,Healthcare,SMB,Month-to-Month,Credit Card,17,395.88,6954.0,18,15,3,0,8,0,85.8,1,5,1,1,0,0.1667,0.8333,26.39,83.48,95.67,0.0452,0,LOW
AC-1224,Hyperion Networks,Financial Services,SMB,Month-to-Month,Auto-Invoice,26,246.69,6256.08,14,6,5,0,7,3,91.2,0,5,1,0,0,0.1852,0.4286,41.11,82.72,60.07,0.1196,0,LOW
AC-1225,Zenith Logistics,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,23,1729.0,39096.12,202,94,1,1,9,3,79.5,1,5,1,1,0,0.0417,0.4653,18.39,83.7,81.81,0.1419,0,LOW
AC-1226,Synergy Logistics,Manufacturing,Mid-Market,Month-to-Month,ACH Direct Debit,56,874.8,48990.87,16,14,3,0,9,2,53.4,1,0,1,1,0,0.0526,0.875,62.49,68.04,101.5,0.0297,0,LOW
AC-1227,Nexus Solutions,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,52,4169.81,206298.06,319,117,2,2,8,2,45.5,1,20,1,1,0,0.0377,0.3668,35.64,59.3,63.34,0.137,0,LOW
AC-1228,Acme Capital,E-Commerce,Enterprise,2-Year Fixed,Auto-Invoice,48,2309.51,115334.0,391,237,2,0,7,13,42.2,1,5,0,1,0,0.0408,0.6061,9.74,53.32,63.62,0.0341,0,LOW
AC-1229,Zenith Data,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,20,3530.25,67387.84,220,70,2,2,6,0,87.9,1,10,1,1,0,0.0952,0.3182,50.43,76.74,49.36,0.3811,0,MEDIUM
AC-1230,Titan Networks,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,2,1261.08,2477.38,73,40,0,0,6,9,65.6,0,0,1,1,0,0.0,0.5479,31.53,63.36,45.46,0.1085,0,LOW
AC-1231,Acme Corp,Professional Services,Enterprise,3-Year Enterprise,ACH Direct Debit,31,3587.9,111994.3,324,256,4,0,7,1,57.2,0,15,1,1,0,0.125,0.7901,14.02,62.32,70.3,0.1083,0,LOW
AC-1232,Zenith Corp,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,27,4347.5,117591.93,407,148,6,0,5,2,65.6,0,5,1,1,0,0.2143,0.3636,29.37,59.36,44.27,0.3479,0,MEDIUM
AC-1233,Apex Capital,Financial Services,Enterprise,3-Year Enterprise,Auto-Invoice,2,1763.53,3581.54,475,438,0,1,6,3,87.5,1,25,1,0,0,0.0,0.9221,4.03,76.5,66.94,0.1846,0,LOW
AC-1234,Solstice Data,Financial Services,Enterprise,1-Year Fixed,Manual Wire,4,4067.35,16314.17,69,65,4,1,10,2,82.0,0,5,1,0,0,0.8,0.942,62.57,89.2,85.84,0.0587,0,LOW
AC-1235,Nexus Networks,E-Commerce,SMB,Month-to-Month,Auto-Invoice,13,761.24,9627.94,15,6,3,1,7,0,75.9,1,0,0,1,0,0.2143,0.4,126.87,73.54,69.0,0.1676,0,LOW
AC-1236,Velocity Data,Professional Services,SMB,Month-to-Month,ACH Direct Debit,35,721.1,24484.07,20,20,5,1,9,0,79.5,0,5,1,0,1,0.1389,1.0,36.05,83.7,82.0,0.7727,1,HIGH
AC-1237,Vortex Solutions,Financial Services,SMB,2-Year Fixed,Auto-Invoice,72,718.65,53850.01,16,8,8,0,10,2,71.2,1,10,0,0,0,0.1096,0.5,89.83,82.72,102.0,0.0124,0,LOW
AC-1238,Synergy Technologies,E-Commerce,Mid-Market,Month-to-Month,ACH Direct Debit,66,1167.14,75213.05,55,20,3,1,7,10,73.4,1,10,1,1,0,0.0448,0.3636,58.36,72.04,53.27,0.0783,0,LOW
AC-1239,Nexus Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,6,1687.18,9901.36,147,45,2,1,8,0,72.0,1,15,1,1,0,0.2857,0.3061,37.49,75.2,75.12,0.2511,0,LOW
AC-1240,Titan Technologies,Healthcare,SMB,1-Year Fixed,Manual Wire,31,208.83,6417.38,9,5,5,1,7,8,68.0,1,0,1,1,0,0.1562,0.5556,41.77,68.8,60.11,0.0441,0,LOW
AC-1241,Titan Logistics,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,10,1210.18,11665.46,22,16,4,0,5,2,81.6,1,10,0,1,0,0.3636,0.7273,75.64,68.96,66.55,0.021,0,LOW
